65.048	37.881	108.091
65.098	37.74	107.669
65.151	38.724	106.755
65.212	38.795	108.02
65.264	38.162	108.02
65.317	38.584	107.318
65.373	38.865	106.966
65.421	38.232	107.669
65.473	38.724	108.02
65.519	37.74	109.075
65.565	38.092	108.372
65.615	38.021	108.372
65.666	38.513	108.02
65.724	38.513	108.02
65.783	38.724	108.723
65.834	38.373	109.215
65.889	37.74	109.918
65.948	38.162	110.621
66.001	37.74	111.042
66.057	37.811	109.918
66.112	37.53	111.324
66.178	38.162	109.567
66.231	37.6	111.042
66.296	38.232	109.918
66.355	37.951	110.761
66.423	37.951	110.761
66.486	37.459	111.324
66.551	36.546	113.081
66.623	37.74	111.745
66.688	37.108	112.729
66.752	37.6	111.324
66.819	37.811	110.972
66.885	36.967	112.518
66.949	37.248	111.745
67.013	36.686	113.221
67.088	36.897	112.378
67.151	36.827	112.026
67.22	37.178	111.815
67.292	37.108	112.518
67.356	36.827	112.378
67.422	36.686	113.221
67.488	36.405	112.729
67.549	35.843	114.346
67.608	35.421	114.205
67.662	35.491	113.081
67.724	36.194	113.924
67.778	35.281	114.978
67.837	36.335	112.026
67.891	35.843	113.783
67.946	36.546	112.378
68.001	36.756	111.745
68.057	36.756	112.167
68.111	36.546	110.621
68.17	37.459	109.075
68.229	37.951	109.215
68.295	37.74	108.723
68.353	37.459	109.567
68.409	37.248	109.075
68.471	37.459	110.269
68.533	36.756	110.269
68.593	36.546	110.972
68.654	37.038	111.324
68.723	36.546	110.41
68.795	35.983	113.081
68.857	35.773	113.783
68.923	35.773	113.924
68.989	36.616	112.378
69.052	36.405	112.518
69.119	36.546	112.518
69.179	36.124	113.432
69.246	36.616	111.745
69.303	36.405	112.026
69.362	35.702	112.026
69.422	35.843	113.783
69.484	35.913	113.432
69.548	36.124	112.729
69.609	35.913	112.026
69.673	35.702	113.783
69.735	35.843	112.729
69.799	35.421	114.556
69.868	36.475	113.432
69.932	35.632	114.908
69.999	35.983	113.432
70.067	35.491	114.556
70.131	35.773	113.783
70.197	35.632	113.783
70.265	35.421	114.908
70.332	35.351	113.783
70.398	35.491	113.783
70.465	34.999	115.259
70.535	35.21	115.47
70.588	34.297	115.892
70.741	37.108	111.183
70.78	38.021	106.193
70.841	37.459	107.528
70.912	36.124	110.972
70.979	35.351	112.026
71.044	35.351	112.026
71.105	35.421	112.026
71.17	35.21	113.081
71.235	35.14	113.081
71.294	35.281	111.745
71.354	35.281	113.081
71.415	35.983	111.324
71.479	36.054	111.605
71.538	35.491	112.026
71.604	36.264	111.745
71.667	36.475	109.918
71.728	35.773	110.621
71.791	36.054	111.183
71.849	35.843	110.48
71.911	35.773	110.48
71.977	36.335	109.848
72.036	35.773	112.026
72.098	34.999	113.432
72.164	35.983	111.183
72.227	35.421	110.972
72.291	36.335	110.972
72.366	35.983	112.026
72.439	35.281	112.026
72.51	35.21	113.362
72.571	34.999	113.432
72.639	35.491	113.081
72.711	36.194	112.026
72.782	35.632	112.307
72.858	34.999	113.783
72.934	35.491	113.081
73.074	36.264	111.745
73.149	37.038	109.848
73.217	36.897	109.075
73.286	37.108	109.567
73.355	36.756	109.567
73.427	36.616	109.567
73.496	36.264	110.199
73.559	36.054	109.918
73.622	35.702	110.199
73.682	35.632	112.307
73.756	35.702	111.605
73.823	35.983	110.972
73.895	36.686	109.848
73.977	36.335	110.621
74.071	35.351	112.729
74.159	35.632	113.081
74.244	35.491	113.432
74.324	35.21	114.205
74.414	36.124	110.832
74.492	35.421	112.659
74.59	35.983	111.183
74.673	35.773	113.432
74.755	35.281	112.307
74.842	35.421	113.432
74.923	35.351	113.01
74.998	35.421	113.783
75.079	35.913	111.956
75.155	35.21	112.026
75.23	34.578	113.01
75.3	34.859	114.767
75.367	34.437	114.205
75.434	34.648	113.362
75.515	34.648	113.01
75.588	34.226	113.783
75.664	34.648	115.119
75.72	34.999	112.026
75.834	35.632	111.956
75.921	35.632	112.026
75.998	34.859	112.729
76.062	34.999	112.026
76.124	34.507	113.713
76.194	35.07	112.378
76.26	34.859	112.378
76.333	34.999	111.745
76.413	35.773	110.972
76.502	36.194	109.075
76.579	35.491	110.058
76.666	36.194	110.269
76.738	34.718	113.432
76.809	34.929	112.378
76.877	34.929	112.378
76.95	35.07	112.307
77.031	35.421	113.01
77.1	37.811	111.956
77.174	38.232	111.956
77.257	38.021	110.48
77.318	38.654	110.199
77.389	37.811	110.199
77.48	38.584	108.231
77.561	38.724	107.88
77.648	38.865	107.177
77.718	37.951	110.199
77.8	38.724	107.88
77.874	38.654	108.231
77.944	38.724	107.528
78.021	39.427	107.318
78.093	47.017	109.004
78.189	48.142	110.199
78.26	47.58	109.496
78.338	47.228	107.528
78.413	47.088	109.496
78.499	46.947	107.669
78.582	47.088	108.372
78.664	46.877	109.848
78.737	46.806	110.972
78.816	46.877	111.324
78.899	46.877	110.832
78.972	46.806	111.956
79.047	42.449	101.695
79.118	39.849	91.364
79.197	38.795	105.139
79.268	38.584	109.075
79.345	38.584	109.004
79.418	39.146	109.075
79.488	38.865	109.004
79.55	38.724	109.004
79.621	38.795	108.372
79.695	38.795	109.004
79.759	38.724	108.02
79.833	39.146	107.88
79.901	38.513	108.231
79.956	38.584	107.88
80.016	38.935	107.88
80.082	46.806	108.653
80.147	48.212	109.496
80.222	47.72	108.653
80.29	47.228	108.653
80.354	47.298	108.231
80.425	47.298	107.388
80.505	47.298	108.583
80.569	47.088	107.88
80.647	47.088	107.95
80.722	47.088	109.426
80.796	46.806	109.918
80.863	46.736	111.113
80.928	46.877	110.269
81.001	46.104	112.026
81.063	41.114	97.549
81.128	39.216	88.131
81.203	38.724	109.075
81.273	38.513	109.426
81.348	39.287	107.88
81.417	39.427	107.81
81.477	38.795	108.02
81.551	39.708	107.036
81.613	39.005	107.388
81.678	39.146	106.193
81.746	39.778	105.139
81.828	40.2	104.014
81.9	40.13	103.382
81.966	39.005	105.279
82.043	41.817	103.382
82.115	47.79	105.139
82.193	48.212	105.842
82.272	47.65	106.193
82.355	47.369	106.193
82.44	47.017	106.966
82.532	47.088	106.966
82.606	47.088	108.02
82.683	46.877	108.442
82.758	46.736	109.918
82.842	46.877	109.567
82.918	46.525	110.269
82.998	46.244	112.307
83.079	42.027	96.424
83.154	39.005	94.245
83.223	39.076	107.318
83.294	39.216	106.193
83.368	39.427	106.615
83.443	39.357	106.966
83.519	39.708	105.49
83.58	39.427	105.49
83.653	40.13	104.506
83.726	39.076	104.577
83.804	39.989	103.522
83.886	39.849	103.593
83.953	39.216	104.366
84.036	40.833	103.944
84.104	47.79	106.755
84.175	48.001	106.755
84.238	47.861	108.02
84.299	47.017	108.934
84.369	46.736	108.934
84.427	46.877	109.004
84.489	46.806	110.199
84.557	46.877	109.496
84.629	46.736	109.426
84.696	46.736	109.777
84.762	46.596	111.183
84.833	46.385	110.48
84.898	46.666	110.832
84.964	46.666	110.621
85.033	43.222	102.468
85.086	40.13	93.824
85.146	39.357	93.191
85.21	39.005	109.848
85.275	39.076	108.231
85.339	38.795	108.653
85.4	38.654	108.372
85.516	40.2	106.404
85.58	39.146	107.528
85.647	39.287	106.896
85.715	39.427	105.771
85.78	40.13	104.366
85.847	39.568	104.014
85.914	39.497	104.014
85.99	39.076	104.647
86.074	38.303	91.364
86.142	36.897	105.069
86.21	37.74	103.593
86.284	37.319	104.014
86.339	37.881	103.312
86.407	38.443	103.733
86.475	38.162	105.139
86.54	38.092	105.842
86.593	37.319	107.669
86.648	37.951	107.318
86.71	38.232	106.544
86.78	38.092	107.318
86.86	38.021	108.02
86.952	38.443	107.318
87.03	37.881	110.058
87.102	37.881	110.269
87.169	37.178	111.324
87.219	36.194	112.729
87.28	37.178	111.394
87.358	37.6	111.042
87.42	36.897	112.518
87.494	37.389	111.605
87.551	36.335	113.713
87.609	36.475	113.01
87.675	37.389	111.745
87.737	37.6	110.972
87.81	38.021	110.199
87.892	38.232	109.075
87.964	37.951	109.848
88.032	37.811	109.848
88.104	38.303	108.653
88.17	38.232	108.653
88.237	38.162	108.372
88.314	38.654	107.528
88.387	38.373	107.88
88.464	38.162	107.177
88.553	38.303	106.896
88.631	38.443	107.669
88.709	38.303	108.723
88.796	38.092	107.177
88.874	38.654	106.896
88.951	38.513	106.966
89.036	38.303	106.966
89.12	38.373	106.966
89.192	38.162	107.177
89.254	37.881	107.528
89.326	37.951	107.528
89.386	37.881	107.177
89.458	38.443	106.615
89.533	38.162	106.896
89.599	37.67	107.528
89.665	37.389	107.88
89.738	37.6	108.653
89.808	37.811	107.88
89.866	37.67	107.669
89.937	38.021	107.528
90.021	37.74	107.669
90.092	37.951	107.177
90.159	37.811	108.372
90.228	38.162	107.528
90.29	37.881	108.231
90.355	38.654	106.123
90.414	38.162	107.528
90.469	37.951	107.528
90.542	38.584	105.139
90.599	38.724	105.209
90.656	38.724	104.506
90.726	38.584	104.506
90.774	37.6	105.842
90.825	38.021	105.139
90.878	38.021	105.842
90.932	38.513	104.787
90.986	38.162	106.474
91.046	37.67	106.474
91.118	38.795	104.787
91.188	38.232	106.474
91.267	38.162	106.053
91.319	37.459	106.826
91.382	37.951	107.318
91.445	37.67	106.966
91.51	37.811	106.896
91.568	37.881	106.193
91.626	36.756	107.528
91.684	38.092	106.615
91.753	38.303	106.123
91.814	37.881	107.318
91.882	38.092	107.318
91.949	37.6	107.318
91.999	37.67	106.966
92.059	38.092	106.615
92.122	38.092	106.544
92.181	38.373	105.139
92.251	38.162	105.069
92.297	37.951	105.279
92.361	38.303	104.717
92.413	38.021	103.804
92.506	38.865	102.328
92.584	38.584	104.436
92.654	38.021	105.842
92.718	38.162	105.561
92.792	37.951	106.123
92.83	37.53	104.858
92.915	38.513	104.858
92.984	37.881	105.842
93.031	37.53	104.506
93.084	38.654	103.663
93.158	37.811	104.155
93.243	38.232	105.139
93.303	38.092	104.787
93.362	38.303	105.631
93.418	38.092	104.647
93.473	37.951	104.717
93.551	38.935	103.874
93.617	38.092	105.279
93.686	32.891	111.956
93.75	39.568	102.328
93.791	41.395	97.759
93.868	37.248	105.139
93.938	37.881	105.842
94.009	36.475	106.193
94.074	37.53	107.528
94.14	37.881	107.528
94.247	37.951	105.42
94.342	37.74	105.49
94.496	38.373	106.544
94.572	38.373	106.896
94.662	41.676	110.269
94.758	46.315	112.659
94.835	46.033	112.378
94.915	45.752	112.729
94.998	46.174	112.307
95.093	45.823	112.307
